Project_ID,Construction_Year,City,Plot_Area_sqft,Builtup_Area_sqft,Number_of_Floors,House_Type,Construction_Quality,Bedroom_Count,Bathroom_Count,Hall_Count,Kitchen_Count,Foundation_Type,Steel_Quantity_kg,Cement_Bags,Sand_Quantity_m3,Aggregate_Quantity_m3,Brick_Quantity,Electrical_Points,Plumbing_Points,Mason_Labour_Days,Carpenter_Labour_Days,Electrician_Labour_Days,Plumber_Labour_Days,Cement_Rate_per_Bag,Steel_Rate_per_kg,Sand_Rate_per_m3,Brick_Rate_per_1000,Material_Cost,Labour_Cost,Total_Estimated_Cost
430,2020,Trichy,2157,1726,2,Residential,Premium,3,3,1,1,RCC,7767,569,25.89,20.71,13808,64,9,69,43,21,19,459,77,1846,7730,11420320.64,4604968.0,18419872.0
431,2015,Erode,2502,2002,1,Residential,Standard,3,3,1,1,RCC,9009,660,30.03,24.02,16016,56,22,80,50,25,22,363,64,1856,7979,8817768.96,3555552.0,14222208.0
432,2026,Madurai,3593,2875,3,Residential,Premium,5,4,1,1,RCC,12937,948,43.12,34.5,23000,34,11,115,71,35,31,444,60,2477,10170,20418537.5,8233281.25,32933125.0
433,2017,Salem,3238,2591,2,Residential,Premium,1,1,1,1,RCC,11659,855,38.87,31.09,20728,65,23,103,64,32,28,451,71,1961,11382,18820816.72,7589039.0,30356156.0
434,2024,Chennai,3287,2630,3,Residential,Economy,3,3,1,1,RCC,11835,867,39.45,31.56,21040,60,12,105,65,32,29,364,75,1464,7517,9359644.0,3774050.0,15096200.0
435,2012,Tiruppur,3385,2708,3,Residential,Economy,5,4,1,1,RCC,12186,893,40.62,32.5,21664,68,21,108,67,33,30,426,60,1496,10226,11450507.2,4617140.0,18468560.0
436,2014,Trichy,1481,1185,3,Residential,Economy,1,1,1,1,RCC,5332,391,17.77,14.22,9480,38,30,47,29,14,13,369,68,1535,11356,5010654.0,2020425.0,8081700.0
437,2023,Erode,3080,2464,1,Residential,Standard,2,2,1,1,RCC,11088,813,36.96,29.57,19712,68,19,98,61,30,27,375,65,2138,11521,13492469.76,5440512.0,21762048.0
438,2017,Coimbatore,1598,1279,1,Residential,Luxury,3,3,1,1,RCC,5755,422,19.18,15.35,10232,61,22,51,31,15,14,410,80,1613,8061,11276175.6,4546845.0,18187380.0
439,2010,Madurai,1991,1593,2,Residential,Premium,1,1,1,1,RCC,7168,525,23.89,19.12,12744,90,23,63,39,19,17,464,80,1504,9631,9251411.22,3730407.75,14921631.0
440,2011,Tiruppur,2603,2083,1,Residential,Standard,3,3,1,1,RCC,9373,687,31.24,25.0,16664,25,15,83,52,26,23,433,69,1221,9083,11685130.08,4711746.0,18846984.0
441,2018,Madurai,1201,961,1,Residential,Standard,3,3,1,1,RCC,4324,317,14.41,11.53,7688,63,19,38,24,12,10,439,69,2007,10098,5004888.0,2018100.0,8072400.0
442,2017,Tiruppur,2453,1963,1,Residential,Economy,2,2,1,1,RCC,8833,647,29.45,23.56,15704,31,13,78,49,24,21,456,62,1828,9074,9176632.4,3700255.0,14801020.0
443,2019,Coimbatore,3582,2866,3,Residential,Luxury,3,3,1,1,RCC,12897,945,42.99,34.39,22928,55,25,114,71,35,31,451,68,2573,7449,24116358.24,9724338.0,38897352.0
444,2024,Madurai,2767,2214,1,Residential,Standard,3,3,1,1,RCC,9963,730,33.21,26.57,17712,85,22,88,55,27,24,460,81,1638,9788,8862022.08,3573396.0,14293584.0
445,2020,Chennai,2847,2278,1,Residential,Economy,1,1,1,1,RCC,10251,751,34.17,27.34,18224,28,15,91,56,28,25,407,60,2459,7554,8106946.4,3268930.0,13075720.0
446,2022,Madurai,3548,2839,3,Residential,Standard,1,1,1,1,RCC,12775,936,42.59,34.07,22712,86,20,113,70,35,31,399,78,2494,11724,16306307.52,6575124.0,26300496.0
447,2013,Trichy,3408,2727,2,Residential,Premium,3,3,1,1,RCC,12271,899,40.91,32.72,21816,33,23,109,68,34,30,417,71,1224,8860,17602294.14,7097699.25,28390797.0
448,2011,Salem,2063,1651,1,Residential,Premium,3,3,1,1,RCC,7429,544,24.77,19.81,13208,80,8,66,41,20,18,451,62,2079,7756,8519589.26,3435318.25,13741273.0
449,2017,Tiruppur,1940,1552,3,Residential,Premium,3,3,1,1,RCC,6984,512,23.28,18.62,12416,32,15,62,38,19,17,406,81,2087,8292,8008723.52,3229324.0,12917296.0
450,2020,Madurai,2947,2358,3,Residential,Luxury,1,1,1,1,RCC,10611,778,35.37,28.3,18864,67,24,94,58,29,26,453,63,2206,11479,16525995.84,6663708.0,26654832.0
451,2015,Chennai,3561,2849,1,Residential,Luxury,2,2,1,1,RCC,12820,940,42.73,34.19,22792,39,26,113,71,35,31,406,59,1313,8698,19394852.4,7820505.0,31282020.0
452,2024,Coimbatore,3585,2868,1,Residential,Standard,5,4,1,1,RCC,12906,946,43.02,34.42,22944,52,12,114,71,35,31,379,78,2097,7249,17241039.36,6952032.0,27808128.0
453,2017,Salem,3170,2536,1,Residential,Premium,5,4,1,1,RCC,11412,836,38.04,30.43,20288,52,24,101,63,31,28,440,72,1310,7756,15138296.96,6104152.0,24416608.0
454,2017,Trichy,1028,823,2,Residential,Standard,2,2,1,1,RCC,3703,271,12.34,9.88,6584,47,15,32,20,10,9,437,63,1613,11796,4065751.68,1639416.0,6557664.0
455,2023,Trichy,1561,1249,3,Residential,Standard,4,4,1,1,RCC,5620,412,18.73,14.99,9992,31,23,49,31,15,13,360,72,1376,7570,6170259.84,2488008.0,9952032.0
456,2016,Trichy,3125,2500,1,Residential,Luxury,3,3,1,1,RCC,11250,825,37.5,30.0,20000,68,21,100,62,31,27,458,81,1702,8629,17019000.0,6862500.0,27450000.0
457,2019,Madurai,2165,1732,1,Residential,Premium,4,4,1,1,RCC,7794,571,25.98,20.78,13856,45,28,69,43,21,19,387,72,1374,8167,11740292.72,4733989.0,18935956.0
458,2019,Coimbatore,1988,1591,3,Residential,Economy,3,3,1,1,RCC,7159,525,23.86,19.09,12728,78,23,63,39,19,17,467,72,2412,10983,7970273.6,3213820.0,12855280.0
459,2026,Coimbatore,3421,2737,2,Residential,Standard,4,4,1,1,RCC,12316,903,41.05,32.84,21896,89,13,109,68,34,30,389,60,1920,10141,16086991.2,6486690.0,25946760.0
460,2020,Madurai,1356,1085,2,Residential,Premium,1,1,1,1,RCC,4882,358,16.27,13.02,8680,75,28,43,27,13,12,379,72,2372,11488,7354629.1,2965576.25,11862305.0
461,2022,Salem,1032,826,1,Residential,Premium,4,4,1,1,RCC,3717,272,12.39,9.91,6608,63,13,33,20,10,9,430,78,2557,7032,5999997.92,2419354.0,9677416.0
462,2017,Madurai,1743,1395,3,Residential,Luxury,3,3,1,1,RCC,6277,460,20.93,16.74,11160,45,25,55,34,17,15,430,70,2533,8494,10897740.0,4394250.0,17577000.0
463,2025,Salem,2462,1970,1,Residential,Economy,2,2,1,1,RCC,8865,650,29.55,23.64,15760,88,16,78,49,24,21,406,74,1240,9865,8549800.0,3447500.0,13790000.0
464,2018,Salem,3722,2978,2,Residential,Economy,4,4,1,1,RCC,13401,982,44.67,35.74,23824,58,8,119,74,37,33,407,70,1337,9972,12924520.0,5211500.0,20846000.0
465,2015,Erode,1061,849,2,Residential,Premium,3,3,1,1,RCC,3820,280,12.73,10.19,6792,73,8,33,21,10,9,369,64,1629,7487,6029682.9,2431323.75,9725295.0
466,2011,Salem,1718,1375,1,Residential,Standard,3,3,1,1,RCC,6187,453,20.62,16.5,11000,58,11,55,34,17,15,453,81,1419,8178,6608580.0,2664750.0,10659000.0
467,2025,Tiruppur,1457,1166,1,Residential,Standard,4,4,1,1,RCC,5247,384,17.49,13.99,9328,74,21,46,29,14,12,371,78,1567,11890,4667171.52,1881924.0,7527696.0
468,2015,Chennai,1646,1317,2,Residential,Economy,1,1,1,1,RCC,5926,434,19.75,15.8,10536,29,8,52,32,16,14,401,80,2490,8380,4392985.2,1771365.0,7085460.0
469,2016,Trichy,1575,1260,2,Residential,Economy,2,2,1,1,RCC,5670,415,18.9,15.12,10080,70,29,50,31,15,14,385,69,1447,10559,4765320.0,1921500.0,7686000.0
470,2017,Salem,2665,2132,2,Residential,Premium,4,4,1,1,RCC,9594,703,31.98,25.58,17056,28,29,85,53,26,23,450,63,1539,8473,14796676.96,5966402.0,23865608.0
471,2011,Tiruppur,1778,1423,2,Residential,Luxury,1,1,1,1,RCC,6403,469,21.34,17.08,11384,81,25,56,35,17,15,461,76,1228,10699,12831589.44,5174028.0,20696112.0
472,2026,Coimbatore,3247,2598,1,Residential,Premium,5,4,1,1,RCC,11691,857,38.97,31.18,20784,31,25,103,64,32,28,426,62,2217,8433,17190030.72,6931464.0,27725856.0
473,2023,Erode,2962,2370,1,Residential,Economy,1,1,1,1,RCC,10665,782,35.55,28.44,18960,49,26,94,59,29,26,408,81,2557,10348,10550292.0,4254150.0,17016600.0
474,2022,Coimbatore,2708,2167,2,Residential,Standard,5,4,1,1,RCC,9751,715,32.5,26.0,17336,59,14,86,54,27,24,461,79,2458,7035,11285736.0,4550700.0,18202800.0
475,2015,Trichy,2670,2136,2,Residential,Premium,5,4,1,1,RCC,9612,704,32.04,25.63,17088,87,16,85,53,26,23,469,60,2207,7380,13441848.0,5420100.0,21680400.0
476,2026,Salem,1762,1410,2,Residential,Luxury,1,1,1,1,RCC,6345,465,21.15,16.92,11280,25,10,56,35,17,15,435,82,1473,7842,10731679.2,4327290.0,17309160.0
477,2018,Chennai,2926,2341,2,Residential,Luxury,1,1,1,1,RCC,10534,772,35.12,28.09,18728,82,28,93,58,29,26,407,61,1273,11045,20168932.32,8132634.0,32530536.0
478,2021,Coimbatore,2531,2025,1,Residential,Premium,1,1,1,1,RCC,9112,668,30.38,24.3,16200,90,24,81,50,25,22,427,71,2370,9274,12087954.0,4874175.0,19496700.0
479,2013,Chennai,3335,2668,3,Residential,Luxury,3,3,1,1,RCC,12006,880,40.02,32.02,21344,43,29,106,66,33,29,397,59,2432,11431,23522155.2,9484740.0,37938960.0
480,2026,Chennai,1671,1337,2,Residential,Standard,4,4,1,1,RCC,6016,441,20.05,16.04,10696,81,23,53,33,16,14,363,60,1367,7281,6604993.92,2663304.0,10653216.0
481,2019,Madurai,2102,1682,2,Residential,Luxury,5,4,1,1,RCC,7569,555,25.23,20.18,13456,48,12,67,42,21,18,442,82,1445,8523,10436742.72,4208364.0,16833456.0
482,2017,Salem,3560,2848,2,Residential,Standard,3,3,1,1,RCC,12816,939,42.72,34.18,22784,53,16,113,71,35,31,393,59,1652,8319,12925363.2,5211840.0,20847360.0
483,2013,Salem,2545,2036,1,Residential,Luxury,4,4,1,1,RCC,9162,671,30.54,24.43,16288,85,18,81,50,25,22,447,59,1985,8900,14269265.28,5753736.0,23014944.0
484,2015,Trichy,3371,2697,2,Residential,Standard,5,4,1,1,RCC,12136,890,40.45,32.36,21576,40,25,107,67,33,29,400,70,1543,8123,13323611.52,5372424.0,21489696.0
485,2013,Trichy,3407,2726,2,Residential,Premium,4,4,1,1,RCC,12267,899,40.89,32.71,21808,88,26,109,68,34,30,402,63,1902,7781,17595839.32,7095096.5,28380386.0
486,2019,Madurai,2882,2306,2,Residential,Standard,1,1,1,1,RCC,10377,760,34.59,27.67,18448,74,26,92,57,28,25,430,63,1842,7234,13553745.6,5465220.0,21860880.0
487,2024,Erode,2626,2101,1,Residential,Economy,4,4,1,1,RCC,9454,693,31.52,25.21,16808,72,26,84,52,26,23,459,79,1942,10937,8883868.4,3582205.0,14328820.0
488,2016,Madurai,2012,1610,3,Residential,Premium,2,2,1,1,RCC,7245,531,24.15,19.32,12880,62,30,64,40,20,17,391,80,2401,7527,9089609.2,3665165.0,14660660.0
489,2026,Trichy,3152,2522,1,Residential,Economy,2,2,1,1,RCC,11349,832,37.83,30.26,20176,40,15,100,63,31,28,445,61,1787,7825,9819659.2,3959540.0,15838160.0
490,2011,Salem,1988,1591,3,Residential,Economy,5,4,1,1,RCC,7159,525,23.86,19.09,12728,36,16,63,39,19,17,400,76,1218,11220,6549828.8,2641060.0,10564240.0
491,2016,Coimbatore,3127,2502,2,Residential,Standard,5,4,1,1,RCC,11259,825,37.53,30.02,20016,53,11,100,62,31,27,386,61,1747,11796,9679737.6,3903120.0,15612480.0
492,2012,Trichy,3638,2911,2,Residential,Luxury,4,4,1,1,RCC,13099,960,43.66,34.93,23288,79,11,116,72,36,32,466,81,1753,11213,16893115.2,6811740.0,27246960.0
493,2011,Salem,1756,1405,2,Residential,Economy,3,3,1,1,RCC,6322,463,21.07,16.86,11240,74,13,56,35,17,15,407,81,1948,11515,4529720.0,1826500.0,7306000.0
494,2015,Coimbatore,1682,1346,2,Residential,Premium,3,3,1,1,RCC,6057,444,20.19,16.15,10768,44,12,53,33,16,14,374,76,1455,8311,7163519.68,2888516.0,11554064.0
495,2023,Salem,2582,2066,3,Residential,Economy,5,4,1,1,RCC,9297,681,30.99,24.79,16528,26,9,82,51,25,22,390,71,1487,8939,10119268.0,4080350.0,16321400.0
496,2025,Trichy,1028,823,1,Residential,Standard,3,3,1,1,RCC,3703,271,12.34,9.88,6584,74,21,32,20,10,9,402,73,1285,8821,3404454.72,1372764.0,5491056.0
497,2015,Coimbatore,1250,1000,2,Residential,Standard,5,4,1,1,RCC,4500,330,15.0,12.0,8000,33,16,40,25,12,11,370,82,1879,7727,4002720.0,1614000.0,6456000.0
498,2012,Trichy,2733,2187,3,Residential,Luxury,1,1,1,1,RCC,9841,721,32.8,26.24,17496,82,15,87,54,27,24,447,62,1552,9501,16645519.44,6711903.0,26847612.0
499,2011,Salem,3211,2569,2,Residential,Luxury,1,1,1,1,RCC,11560,847,38.53,30.83,20552,40,28,102,64,32,28,455,63,2480,7478,17488724.4,7051905.0,28207620.0
500,2013,Trichy,2457,1966,3,Residential,Premium,1,1,1,1,RCC,8847,648,29.49,23.59,15728,49,24,78,49,24,21,411,63,1668,8716,9508794.92,3834191.5,15336766.0
501,2024,Chennai,3217,2574,2,Residential,Economy,4,4,1,1,RCC,11583,849,38.61,30.89,20592,53,29,102,64,32,28,410,61,1606,10341,10309384.8,4157010.0,16628040.0
502,2017,Madurai,1448,1159,3,Residential,Premium,3,3,1,1,RCC,5215,382,17.38,13.91,9272,67,15,46,28,14,12,364,70,2053,10528,7293587.0,2940962.5,11763850.0
503,2016,Madurai,1353,1083,1,Residential,Economy,1,1,1,1,RCC,4873,357,16.25,13.0,8664,37,20,43,27,13,12,424,79,2200,9072,3612454.8,1456635.0,5826540.0
504,2012,Trichy,1992,1594,1,Residential,Luxury,4,4,1,1,RCC,7173,526,23.91,19.13,12752,85,12,63,39,19,17,378,60,2190,10582,12132125.28,4891986.0,19567944.0
505,2012,Chennai,1650,1320,3,Residential,Standard,1,1,1,1,RCC,5940,435,19.8,15.84,10560,66,15,52,33,16,14,366,65,2393,9197,5283590.4,2130480.0,8521920.0
506,2015,Salem,2781,2225,1,Residential,Luxury,3,3,1,1,RCC,10012,734,33.38,26.7,17800,81,13,89,55,27,24,360,62,1387,11455,16487784.0,6648300.0,26593200.0
507,2013,Tiruppur,3205,2564,1,Residential,Premium,2,2,1,1,RCC,11538,846,38.46,30.77,20512,73,10,102,64,32,28,445,65,1207,8253,13230906.64,5335043.0,21340172.0
508,2024,Erode,1216,973,2,Residential,Premium,1,1,1,1,RCC,4378,321,14.59,11.68,7784,50,17,38,24,12,10,426,64,2189,9763,6123089.0,2468987.5,9875950.0
509,2026,Coimbatore,1646,1317,2,Residential,Standard,3,3,1,1,RCC,5926,434,19.75,15.8,10536,89,8,52,32,16,14,413,71,2560,11897,6506190.72,2623464.0,10493856.0
510,2013,Tiruppur,1948,1559,1,Residential,Premium,5,4,1,1,RCC,7015,514,23.38,18.71,12472,82,19,62,38,19,17,426,73,1709,11184,9306232.24,3752513.0,15010052.0
511,2011,Tiruppur,2920,2336,3,Residential,Premium,3,3,1,1,RCC,10512,770,35.04,28.03,18688,57,23,93,58,29,25,401,81,2596,8744,15456471.04,6232448.0,24929792.0
512,2012,Tiruppur,3313,2651,2,Residential,Luxury,3,3,1,1,RCC,11929,874,39.77,31.81,21208,71,28,106,66,33,29,386,65,2085,9095,21242144.88,8565381.0,34261524.0
513,2020,Madurai,2875,2300,3,Residential,Premium,1,1,1,1,RCC,10350,759,34.5,27.6,18400,77,9,92,57,28,25,415,77,2274,9502,11124226.0,4485575.0,17942300.0
514,2015,Salem,2173,1739,2,Residential,Luxury,3,3,1,1,RCC,7825,573,26.08,20.87,13912,38,19,69,43,21,19,385,66,2197,7354,11139755.76,4491837.0,17967348.0
515,2023,Coimbatore,1671,1337,2,Residential,Luxury,4,4,1,1,RCC,6016,441,20.05,16.04,10696,65,12,53,33,16,14,442,63,1523,9885,10176067.44,4103253.0,16413012.0
516,2015,Chennai,2437,1950,1,Residential,Premium,2,2,1,1,RCC,8775,643,29.25,23.4,15600,79,21,78,48,24,21,384,62,1967,11171,9431409.0,3802987.5,15211950.0
517,2022,Trichy,1610,1288,1,Residential,Luxury,3,3,1,1,RCC,5796,425,19.32,15.46,10304,57,8,51,32,16,14,410,70,1580,10107,11614256.64,4683168.0,18732672.0
518,2020,Coimbatore,1056,845,3,Residential,Economy,3,3,1,1,RCC,3802,278,12.67,10.14,6760,29,27,33,21,10,9,451,64,1623,7166,3667300.0,1478750.0,5915000.0
519,2017,Salem,2186,1749,2,Residential,Standard,1,1,1,1,RCC,7870,577,26.23,20.99,13992,66,11,69,43,21,19,364,76,1866,11227,8406113.76,3389562.0,13558248.0
520,2016,Salem,1460,1168,3,Residential,Economy,4,4,1,1,RCC,5256,385,17.52,14.02,9344,64,21,46,29,14,12,406,58,1667,7950,4678073.6,1886320.0,7545280.0
521,2020,Trichy,2698,2159,2,Residential,Luxury,2,2,1,1,RCC,9715,712,32.38,25.91,17272,55,20,86,53,26,23,441,59,2264,11506,15565008.24,6276213.0,25104852.0
522,2010,Chennai,2555,2044,2,Residential,Luxury,4,4,1,1,RCC,9198,674,30.66,24.53,16352,73,22,81,51,25,22,389,77,2479,8435,17610122.88,7100856.0,28403424.0
523,2018,Tiruppur,3403,2723,3,Residential,Standard,4,4,1,1,RCC,12253,898,40.84,32.68,21784,81,10,108,68,34,30,399,72,1635,7017,11628734.88,4689006.0,18756024.0
524,2010,Salem,1345,1076,1,Residential,Standard,1,1,1,1,RCC,4842,355,16.14,12.91,8608,77,24,43,26,13,11,418,67,1912,11227,5747905.92,2317704.0,9270816.0
525,2026,Salem,2886,2309,3,Residential,Economy,2,2,1,1,RCC,10390,761,34.63,27.71,18472,39,19,92,57,28,25,397,75,1629,8806,11567166.4,4664180.0,18656720.0
526,2012,Trichy,2983,2387,2,Residential,Premium,3,3,1,1,RCC,10741,787,35.8,28.64,19096,72,11,95,59,29,26,406,79,2289,9683,14635126.66,5901260.75,23605043.0
527,2023,Chennai,1703,1363,2,Residential,Premium,1,1,1,1,RCC,6133,449,20.45,16.36,10904,71,15,54,34,17,15,411,58,1531,8619,7474555.7,3013933.75,12055735.0
528,2017,Coimbatore,3721,2977,2,Residential,Luxury,3,3,1,1,RCC,13396,982,44.66,35.72,23816,83,13,119,74,37,33,466,69,1319,7235,22060284.48,8895276.0,35581104.0
529,2025,Trichy,2927,2342,1,Residential,Luxury,3,3,1,1,RCC,10539,772,35.13,28.1,18736,85,14,93,58,29,26,429,63,1338,8429,14061555.36,5669982.0,22679928.0
530,2026,Tiruppur,1952,1562,2,Residential,Standard,5,4,1,1,RCC,7029,515,23.43,18.74,12496,65,17,62,39,19,17,430,75,1474,10959,7088980.8,2858460.0,11433840.0
531,2016,Trichy,1568,1255,1,Residential,Premium,3,3,1,1,RCC,5647,414,18.82,15.06,10040,53,29,50,31,15,13,416,81,1854,11642,7694630.9,3102673.75,12410695.0
532,2011,Erode,1646,1317,2,Residential,Luxury,4,4,1,1,RCC,5926,434,19.75,15.8,10536,38,10,52,32,16,14,438,77,1267,11849,8965609.2,3615165.0,14460660.0
533,2015,Tiruppur,3621,2897,3,Residential,Premium,2,2,1,1,RCC,13036,956,43.45,34.76,23176,27,8,115,72,36,32,439,65,2101,7712,14480480.68,5838903.5,23355614.0
534,2020,Erode,3323,2659,3,Residential,Standard,2,2,1,1,RCC,11965,877,39.88,31.91,21272,68,27,106,66,33,29,363,62,1889,10053,12423698.88,5009556.0,20038224.0
535,2015,Erode,1337,1070,1,Residential,Economy,1,1,1,1,RCC,4815,353,16.05,12.84,8560,62,29,42,26,13,11,395,67,1378,8678,3569092.0,1439150.0,5756600.0
536,2019,Coimbatore,3253,2603,3,Residential,Economy,3,3,1,1,RCC,11713,858,39.05,31.24,20824,64,10,104,65,32,28,444,75,2191,11920,8682566.8,3501035.0,14004140.0
537,2024,Tiruppur,1733,1387,2,Residential,Luxury,5,4,1,1,RCC,6241,457,20.8,16.64,11096,50,15,55,34,17,15,395,66,2245,9029,11392485.12,4593744.0,18374976.0
538,2017,Chennai,1681,1345,3,Residential,Luxury,3,3,1,1,RCC,6052,443,20.18,16.14,10760,52,22,53,33,16,14,461,69,2145,11176,8075487.6,3256245.0,13024980.0
539,2022,Coimbatore,2781,2225,3,Residential,Economy,4,4,1,1,RCC,10012,734,33.38,26.7,17800,45,19,89,55,27,24,423,81,2547,10326,9904810.0,3993875.0,15975500.0
540,2025,Trichy,1800,1440,3,Residential,Luxury,2,2,1,1,RCC,6480,475,21.6,17.28,11520,51,14,57,36,18,16,443,81,1709,9894,9802944.0,3952800.0,15811200.0
541,2025,Madurai,1482,1186,2,Residential,Premium,3,3,1,1,RCC,5337,391,17.79,14.23,9488,73,26,47,29,14,13,434,64,1846,10582,6120068.36,2467769.5,9871078.0
542,2015,Madurai,1008,807,2,Residential,Standard,3,3,1,1,RCC,3631,266,12.11,9.68,6456,37,29,32,20,10,8,415,72,2094,10578,3554415.36,1433232.0,5732928.0
543,2026,Coimbatore,1967,1574,1,Residential,Luxury,2,2,1,1,RCC,7083,519,23.61,18.89,12592,65,15,62,39,19,17,442,71,1994,9273,10715162.4,4320630.0,17282520.0
544,2025,Trichy,1761,1409,1,Residential,Standard,2,2,1,1,RCC,6340,464,21.13,16.91,11272,49,22,56,35,17,15,442,74,2195,7812,6394605.6,2578470.0,10313880.0
545,2023,Coimbatore,1085,868,1,Residential,Economy,4,4,1,1,RCC,3906,286,13.02,10.42,6944,64,28,34,21,10,9,453,77,1667,11692,3089038.4,1245580.0,4982320.0
546,2025,Tiruppur,1880,1504,3,Residential,Premium,3,3,1,1,RCC,6768,496,22.56,18.05,12032,33,28,60,37,18,16,380,80,1828,8256,7761031.04,3129448.0,12517792.0
547,2016,Coimbatore,2292,1834,3,Residential,Economy,1,1,1,1,RCC,8253,605,27.51,22.01,14672,51,10,73,45,22,20,392,66,1376,9153,6117490.4,2466730.0,9866920.0
548,2024,Coimbatore,3505,2804,1,Residential,Economy,3,3,1,1,RCC,12618,925,42.06,33.65,22432,72,15,112,70,35,31,460,81,2046,7934,11856433.6,4780820.0,19123280.0
549,2024,Erode,2143,1715,1,Residential,Premium,1,1,1,1,RCC,7717,565,25.72,20.58,13720,87,8,68,42,21,19,388,64,1918,7300,8849845.9,3568486.25,14273945.0
550,2019,Salem,2603,2083,2,Residential,Luxury,4,4,1,1,RCC,9373,687,31.24,25.0,16664,34,27,83,52,26,23,463,74,2102,10580,15017096.88,6055281.0,24221124.0
551,2023,Coimbatore,3717,2974,2,Residential,Standard,3,3,1,1,RCC,13383,981,44.61,35.69,23792,31,25,118,74,37,33,387,72,2377,9007,16683426.24,6727188.0,26908752.0
552,2010,Chennai,3603,2883,1,Residential,Premium,1,1,1,1,RCC,12973,951,43.24,34.6,23064,58,28,115,72,36,32,422,78,1523,8578,19542300.18,7879959.75,31519839.0
553,2014,Erode,3406,2725,1,Residential,Luxury,3,3,1,1,RCC,12262,899,40.88,32.7,21800,75,29,109,68,34,30,360,79,1806,7179,19098108.0,7700850.0,30803400.0
554,2012,Coimbatore,2955,2364,2,Residential,Standard,3,3,1,1,RCC,10638,780,35.46,28.37,18912,31,29,94,59,29,26,370,67,1288,9419,12311712.0,4964400.0,19857600.0
555,2012,Madurai,2565,2052,3,Residential,Economy,2,2,1,1,RCC,9234,677,30.78,24.62,16416,28,19,82,51,25,22,450,63,2461,10235,7073654.4,2852280.0,11409120.0
556,2026,Salem,3566,2853,3,Residential,Economy,4,4,1,1,RCC,12838,941,42.8,34.24,22824,63,23,114,71,35,31,416,70,1418,10566,10153256.4,4094055.0,16376220.0
557,2022,Salem,2167,1734,2,Residential,Premium,2,2,1,1,RCC,7803,572,26.01,20.81,13872,60,11,69,43,21,19,435,59,2534,10677,12315041.4,4965742.5,19862970.0
558,2018,Madurai,2343,1875,1,Residential,Luxury,2,2,1,1,RCC,8437,618,28.12,22.5,15000,44,27,75,46,23,20,426,63,2071,8217,15400800.0,6210000.0,24840000.0
559,2012,Chennai,2396,1917,1,Residential,Economy,1,1,1,1,RCC,8626,632,28.75,23.0,15336,81,29,76,47,23,21,461,67,2400,10603,8961591.6,3613545.0,14454180.0
560,2026,Erode,1322,1058,1,Residential,Luxury,1,1,1,1,RCC,4761,349,15.87,12.7,8464,27,20,42,26,13,11,406,62,2169,7726,8052564.96,3247002.0,12988008.0
561,2012,Trichy,1080,864,1,Residential,Standard,2,2,1,1,RCC,3888,285,12.96,10.37,6912,49,27,34,21,10,9,426,60,1480,9372,3574056.96,1441152.0,5764608.0
562,2011,Trichy,3133,2507,2,Residential,Standard,3,3,1,1,RCC,11281,827,37.6,30.08,20056,37,25,100,62,31,27,444,71,1825,11895,13056456.0,5264700.0,21058800.0
563,2016,Trichy,1298,1039,1,Residential,Luxury,1,1,1,1,RCC,4675,342,15.58,12.47,8312,60,29,41,25,12,11,423,67,1582,11705,6446953.44,2599578.0,10398312.0
564,2019,Trichy,3237,2590,1,Residential,Luxury,3,3,1,1,RCC,11655,854,38.85,31.08,20720,60,28,103,64,32,28,442,74,1375,7771,20233080.0,8158500.0,32634000.0
565,2013,Madurai,3643,2915,2,Residential,Standard,3,3,1,1,RCC,13117,961,43.73,34.98,23320,90,24,116,72,36,32,397,81,1830,10062,15571696.8,6278910.0,25115640.0
566,2023,Salem,2266,1813,2,Residential,Premium,5,4,1,1,RCC,8158,598,27.2,21.76,14504,57,27,72,45,22,20,462,64,1476,11486,10529070.02,4245592.75,16982371.0
567,2015,Madurai,1655,1324,3,Residential,Economy,1,1,1,1,RCC,5958,436,19.86,15.89,10592,58,30,52,33,16,14,438,64,2017,10789,5450643.2,2197840.0,8791360.0
568,2015,Salem,1890,1512,3,Residential,Premium,1,1,1,1,RCC,6804,498,22.68,18.14,12096,78,9,60,37,18,16,384,70,2000,10480,7802313.12,3146094.0,12584376.0
569,2022,Trichy,2001,1601,2,Residential,Premium,5,4,1,1,RCC,7204,528,24.02,19.21,12808,75,14,64,40,20,17,409,62,2249,9765,10593240.64,4271468.0,17085872.0
570,2015,Tiruppur,3383,2707,1,Residential,Standard,1,1,1,1,RCC,12181,893,40.6,32.48,21656,71,16,108,67,33,30,460,72,2173,9723,11197884.48,4515276.0,18061104.0
571,2015,Chennai,2598,2079,3,Residential,Standard,3,3,1,1,RCC,9355,686,31.18,24.95,16632,44,26,83,51,25,23,427,64,2179,9757,9435333.6,3804570.0,15218280.0
572,2020,Tiruppur,1523,1219,3,Residential,Standard,2,2,1,1,RCC,5485,402,18.29,14.63,9752,61,17,48,30,15,13,370,66,1621,10234,5858806.56,2362422.0,9449688.0
573,2010,Salem,1061,849,2,Residential,Luxury,2,2,1,1,RCC,3820,280,12.73,10.19,6792,73,8,33,21,10,9,372,65,2025,9072,7314576.48,2949426.0,11797704.0
574,2023,Trichy,2231,1785,1,Residential,Economy,5,4,1,1,RCC,8032,589,26.77,21.42,14280,89,10,71,44,22,19,391,72,1787,8744,8543724.0,3445050.0,13780200.0
